Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Full-Time Equivalent (FTE) Teachers [District] 2009-10,Full-Time Equivalent (FTE) Teachers [Public School] 2009-10,Pupil/Teacher Ratio [District] 2009-10,Pupil/Teacher Ratio [Public School] 2009-10,Prekindergarten Teachers [District] 2009-10,Kindergarten Teachers [District] 2009-10,Elementary Teachers [District] 2009-10,Secondary Teachers [District] 2009-10,Ungraded Teachers [District] 2009-10,Total Staff [District] 2009-10,Instructional Aides [District] 2009-10,Instructional Coordinators [District] 2009-10,Elementary Guidance Counselors [District] 2009-10,Secondary Guidance Counselors [District] 2009-10,Total Guidance Counselors [District] 2009-10,Librarians/Media Specialists [District] 2009-10,Library Media Support Staff [District] 2009-10,LEA Administrators [District] 2009-10,LEA Administrative Support Staff [District] 2009-10,School Administrators [District] 2009-10,School Administrative Support Staff [District] 2009-10,Student Support Services Staff [District] 2009-10,Other Support Services Staff [District] 2009-10
HENRY HUDSON REGIONAL SCHOOL DISTRICT,New Jersey,3407050,39.00,37.40,12.30,12.80,0,0,3.10,26.90,9.00,54.10,–,3.00,–,–,2.00,1.00,0,2.00,–,2.00,–,5.10,–
HENRY SCHOOL DISTRICT 14-2,South Dakota,4632340,15.40,15.50,11.40,11.30,="0.70",="0.70",4.80,4.80,4.40,16.70,–,0,–,–,–,="0.10",–,="0.30",–,="0.90",–,0,–
HENRY-SENACHWINE CUSD 5,Illinois,1700115,47.40,47.00,13.40,13.50,1.00,2.00,22.00,22.40,0,62.10,–,1.00,0,1.00,1.00,1.00,–,0,0,2.00,–,="0.70",9.00
HENRY-STARK COUNTY SPEC ED DIST,Illinois,1700322,0,10.00,†,5.80,0,0,0,0,0,13.00,–,0,0,0,0,0,–,0,0,1.00,–,2.00,10.00
HENRYETTA,Oklahoma,4014370,89.20,88.20,14.20,14.30,0,8.00,32.90,36.70,11.60,173.90,19.40,1.00,0,2.00,2.00,1.60,0,1.00,5.00,3.00,6.00,6.00,39.70
HEREFORD ISD,Texas,4823010,310.20,310.30,13.30,13.30,8.00,18.80,110.80,129.40,43.20,630.60,87.10,4.50,–,–,12.00,8.00,0,6.00,11.50,20.00,17.00,12.30,142.00
HERINGTON,Kansas,2007110,42.90,50.00,12.10,10.00,0,3.00,14.00,25.90,0,62.20,3.50,0,1.00,2.00,3.00,2.00,="0.80",1.00,–,3.00,2.70,3.30,–
HERITAGE ACADEMY  INC.,Arizona,="0400053",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERITAGE CUSD 8,Illinois,1700106,39.00,39.00,14.70,14.70,0,3.00,15.00,21.00,0,48.10,–,0,0,1.00,1.00,0,–,0,0,1.00,–,="0.30",6.80
HERITAGE ELEMENTARY SCHOOL,Arizona,="0400649",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERKIMER CENTRAL SCHOOL DISTRICT,New York,3614220,99.00,93.40,12.40,13.10,0,5.40,42.10,42.20,9.30,155.80,16.00,1.00,0,–,2.00,2.00,3.00,1.00,10.00,3.00,1.00,4.80,13.00
HERKIMER-FULTON-HAMILTON-OTSEGO BOCES,New York,3680420,83.30,71.60,5.00,5.80,19.30,="0.50",9.80,29.60,24.10,112.60,0,3.50,0,–,2.00,2.00,0,6.00,0,4.00,3.00,8.80,0
HERMAN #22 SCHOOL DISTRICT,Wisconsin,5506390,6.70,6.70,13.40,13.40,="0.60",0,5.20,="0.90",0,13.10,2.30,0,0,0,0,0,0,="0.20",="0.60",="0.20",0,="0.70",2.40
HERMAN-NORCROSS SCHOOL DISTRICT,Minnesota,2713890,13.90,13.10,7.90,8.40,="0.80",1.00,5.80,6.30,0,23.60,="0.90",="0.60",0,="0.10",="0.10",0,1.00,1.30,0,0,2.00,1.30,2.50
HERMANTOWN PUBLIC SCHOOL DISTRICT,Minnesota,2713920,99.70,99.80,20.40,20.30,3.70,3.00,41.60,51.40,0,207.40,31.40,1.80,1.00,3.00,4.00,2.00,2.50,6.40,3.50,3.00,5.40,21.90,25.80
HERMISTON SD 8,Oregon,4106300,245.60,272.10,19.40,17.60,0,10.50,168.50,63.60,3.00,393.80,27.30,–,6.00,4.00,10.00,9.50,7.60,3.00,16.00,13.00,27.80,1.00,33.00
HERMITAGE R-IV,Missouri,2914310,31.20,28.80,11.60,12.60,2.00,1.00,13.50,14.70,0,58.40,8.00,0,="0.60",="0.40",1.00,1.20,1.00,1.00,5.00,2.00,–,8.00,0
HERMITAGE SCHOOL DISTRICT,Arkansas,="0507710",51.00,63.00,11.00,8.90,2.00,6.00,21.00,20.00,2.00,118.00,20.00,2.00,2.00,1.00,3.00,2.00,0,1.00,3.00,2.00,3.00,10.00,21.00
HERMITAGE SD,Pennsylvania,4211820,130.00,129.70,16.80,16.70,0,7.00,52.00,57.00,14.00,157.00,–,2.00,1.00,3.00,4.00,4.00,–,1.00,–,4.00,–,12.00,–
HERMLEIGH ISD,Texas,4823040,16.40,†,10.90,†,0,1.00,6.00,8.80,="0.60",29.20,6.00,0,0,0,0,0,0,="0.50",1.00,1.00,0,0,4.30
HERMON PUBLIC SCHOOLS,Maine,2306510,87.10,87.10,13.70,13.70,–,–,48.20,37.90,1.00,182.00,29.80,1.00,–,–,3.60,2.20,2.60,3.00,4.00,5.00,5.90,6.90,30.90
HERMON-DEKALB CENTRAL SCHOOL DISTRICT,New York,3614250,36.10,35.50,11.40,11.50,1.40,2.80,16.60,12.10,3.20,73.90,4.20,1.00,–,–,1.00,1.00,1.00,1.00,6.00,1.00,="0.60",1.40,19.60
HERMOSA BEACH CITY ELEMENTARY,California,="0617040",53.60,53.60,20.10,20.10,–,8.00,43.60,0,2.00,88.70,8.50,1.60,0,0,0,0,–,1.00,5.00,3.00,5.00,0,11.00
HERMOSA MONTESSORI CHARTER SCHOOL,Arizona,="0400115",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERNANDO,Florida,1200810,1539.00,1539.00,14.60,14.70,13.00,104.00,569.00,631.00,222.00,3011.00,274.00,5.00,20.00,41.00,65.00,23.00,16.00,16.00,79.00,56.00,152.00,116.00,670.00
HERON LAKE-OKABENA SCHOOL DISTRICT,Minnesota,2713930,27.60,27.50,11.70,11.70,="0.50",1.20,10.60,15.30,0,48.80,4.00,0,0,0,0,0,1.90,2.60,0,="0.30",2.00,3.60,6.80
HERREID SCHOOL DISTRICT 10-1,South Dakota,4632430,13.30,13.30,10.00,10.00,0,1.00,8.00,4.30,0,14.00,–,0,–,–,–,="0.40",–,0,–,="0.30",–,0,–
HERRICKS UNION FREE SCHOOL DISTRICT,New York,3614280,362.80,355.30,11.30,11.60,0,22.90,137.50,141.70,60.70,630.70,0,1.20,0,–,9.50,6.00,0,3.80,58.50,7.20,11.40,12.80,157.50
HERRIN CUSD 4,Illinois,1718810,132.60,133.00,17.70,17.70,0,8.00,48.00,76.60,0,154.20,–,="0.60",0,4.00,4.00,3.00,–,0,6.00,4.00,–,3.00,1.00
HERRON CHARTER,Indiana,1800058,8.00,†,12.30,†,0,0,0,8.00,0,14.00,1.00,1.00,–,–,–,0,0,1.00,0,1.00,1.00,0,1.00
HERSCHER CUSD 2,Illinois,1718840,127.00,127.00,16.40,16.40,2.00,8.00,59.00,58.00,0,164.80,–,0,0,2.00,2.00,3.00,–,0,4.00,4.00,–,7.80,17.00
HERSEY SCHOOL DEPARTMENT,Maine,2306540,0,†,–,†,0,0,0,0,0,="0.20",0,0,0,0,0,0,0,="0.20",0,0,0,0,0
HERSHEY PUBLIC SCHOOLS,Nebraska,3171820,40.00,40.10,12.90,12.90,–,–,22.00,18.00,0,72.50,7.00,1.00,="0.50",="0.50",1.00,0,2.00,1.00,4.80,2.00,–,0,13.70
HERTFORD COUNTY SCHOOLS,North Carolina,3702160,278.60,†,12.80,†,12.00,16.00,137.70,111.90,1.00,563.50,88.70,10.00,6.00,7.00,13.00,5.00,3.30,17.00,3.00,13.00,36.20,17.70,78.00
HESPERIA COMMUNITY SCHOOLS,Michigan,2618270,60.10,60.00,18.60,18.60,0,2.50,21.80,27.80,8.00,139.10,18.30,3.00,–,–,2.00,–,0,2.00,0,5.00,9.00,5.90,33.80
HESPERIA UNIFIED,California,="0600014",945.20,936.00,23.20,23.40,–,53.00,593.70,296.50,2.00,1766.40,234.00,11.00,4.00,12.00,16.00,0,–,6.00,24.00,54.70,125.50,–,350.00
HESSTON,Kansas,2007170,57.20,70.20,14.50,11.80,0,3.40,22.50,31.30,0,81.00,4.40,0,1.00,2.00,3.00,3.00,="0.60",2.00,1.00,3.00,5.50,1.30,–
HETTINGER 13,North Dakota,3809410,28.50,28.50,11.00,11.00,0,1.00,14.00,13.50,†,52.10,5.40,="0.80",="0.60",="0.40",1.00,="0.80",="0.10",1.80,1.70,2.00,1.00,1.00,8.00
HEUVELTON CENTRAL SCHOOL DISTRICT,New York,3614310,49.50,49.50,12.30,12.30,="0.50",2.60,22.80,20.10,3.50,89.50,2.50,0,0,–,1.00,1.00,1.00,1.00,5.00,1.00,0,2.00,25.50
HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,New York,3631710,283.50,259.30,11.40,12.50,8.00,16.30,106.60,112.80,39.80,619.60,97.50,3.00,0,–,9.00,5.10,3.00,6.00,67.50,11.10,8.40,17.00,108.50
HEYWORTH CUSD 4,Illinois,1718870,62.20,62.00,15.00,15.00,1.00,6.00,26.40,28.80,0,78.20,–,0,0,–,–,1.00,–,0,1.00,2.00,–,2.00,10.00
HI NELLA,New Jersey,3407080,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
HI-PLAINS R-23,Colorado,="0806510",15.70,15.70,7.10,7.10,="0.70",1.00,6.90,7.10,†,35.00,2.50,–,0,="0.80",="0.80",0,="0.90",="0.70",2.20,1.50,1.00,="0.50",9.20
HIAWATHA,Kansas,2000006,73.50,83.50,12.70,10.90,0,4.00,26.10,43.40,0,100.30,7.40,0,1.00,2.00,3.00,3.00,="0.30",2.00,–,4.00,6.80,="0.30",–
HIAWATHA ACADEMIES,Minnesota,2700288,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†
HIAWATHA CUSD 426,Illinois,1721300,41.80,42.00,15.70,15.60,0,0,20.30,21.50,0,57.40,–,0,0,1.00,1.00,1.00,–,0,0,3.00,–,4.60,6.00
HIAWATHA VALLEY ED. DISTRICT,Minnesota,2700055,15.50,15.50,10.10,10.10,3.50,0,1.00,10.00,1.00,40.00,3.40,2.90,0,0,0,0,0,–,0,–,8.40,9.20,="0.60"
HIBBING PUBLIC SCHOOL DISTRICT,Minnesota,2713980,132.80,128.60,18.90,19.50,4.10,5.00,56.70,65.60,1.40,229.20,22.80,="0.60",0,3.00,3.00,3.00,3.10,6.60,4.60,4.00,11.40,13.80,23.50
HICKMAN COMMUNITY CHARTER,California,="0617160",46.20,46.10,22.30,22.30,–,1.80,44.40,0,0,85.50,13.50,="0.50",0,0,0,1.00,–,="0.70",2.50,1.10,4.50,–,15.50
HICKMAN COUNTY,Kentucky,2102790,61.20,60.00,12.20,12.40,4.00,3.00,24.30,20.70,9.20,134.20,18.20,2.00,–,–,2.00,2.00,0,3.50,1.00,3.50,5.00,2.00,33.80
HICKMAN COUNTY,Tennessee,4701860,242.40,240.50,16.70,16.80,3.00,16.60,160.80,62.00,0,495.40,69.00,4.00,4.00,2.00,6.00,7.00,2.00,1.00,0,11.00,18.00,4.00,131.00
HICKMAN MILLS C-1,Missouri,2914340,577.50,545.30,12.00,12.70,15.00,33.00,230.30,299.20,0,1033.10,84.00,9.50,11.00,10.90,21.90,12.00,0,6.30,103.00,30.00,–,132.50,56.40
HICKORY CITY SCHOOLS,North Carolina,3702190,336.90,†,13.60,†,5.00,21.00,142.60,164.30,4.00,594.20,91.40,7.00,5.00,9.00,14.00,8.90,–,15.50,2.00,20.00,26.60,8.90,63.00
HICKORY CO. R-I,Missouri,2914320,59.00,56.00,13.70,14.40,0,3.00,20.70,35.30,0,98.00,9.00,0,2.00,1.00,4.00,2.00,0,0,5.00,3.00,–,16.00,0
HICKSVILLE EXEMPTED VILLAGE,Ohio,3904541,63.30,62.20,16.20,16.50,="0.90",5.00,27.50,28.80,1.10,115.50,3.00,0,0,0,2.00,1.00,1.00,1.00,8.20,5.00,5.00,3.00,23.00
HICKSVILLE UNION FREE SCHOOL DISTRICT,New York,3614340,417.60,374.50,12.80,14.30,9.60,24.90,178.50,138.50,66.10,771.20,82.50,1.00,0,–,8.10,9.00,0,7.00,76.50,15.00,5.00,29.00,120.50
HICO ISD,Texas,4823070,60.20,60.30,11.60,11.60,2.00,3.00,20.20,29.30,5.70,104.00,13.00,1.00,–,–,2.00,1.00,0,2.00,2.80,1.80,3.00,1.00,16.20
HIDALGO ISD,Texas,4823100,244.20,244.30,13.60,13.60,24.80,12.20,84.10,100.90,22.20,520.30,55.10,0,–,–,8.50,4.00,1.00,5.00,24.10,14.00,15.00,10.00,139.40
HIGBEE R-VIII,Missouri,2914370,22.10,17.90,10.90,13.50,0,1.00,9.70,11.40,0,35.90,0,0,="0.40",="0.40",="0.80",1.00,0,1.00,2.00,1.00,–,4.00,4.00
HIGGINS ISD,Texas,4823140,17.20,17.10,5.50,5.60,1.00,1.10,5.60,9.40,="0.10",27.10,2.00,0,0,0,0,0,="0.50",="0.90",1.00,0,1.00,0,4.50
HIGGS CARTER KING GIFTED & TALENTED CHARTER ACAD,Texas,4800050,14.90,15.00,21.10,21.00,4.00,2.10,5.30,3.50,0,20.50,0,1.00,0,0,0,0,0,="0.70",0,3.30,0,="0.60",0
HIGH BRIDGE BOROUGH,New Jersey,3407110,41.30,35.40,10.30,12.00,="0.50",1.50,22.10,6.90,10.30,52.90,–,1.20,–,–,–,1.30,0,1.50,–,1.50,–,6.10,–
HIGH DESERT ESD,Oregon,4180070,5.10,†,2.70,†,0,0,="0.80",0,4.30,22.90,4.10,0,0,0,0,0,0,–,9.20,0,2.00,="0.50",2.00
HIGH ISLAND ISD,Texas,4823160,22.10,22.10,9.80,9.80,0,1.00,6.30,12.30,2.50,45.40,6.00,="0.50",0,0,="0.50",="0.30",0,1.00,1.30,1.00,1.00,0,11.70
HIGH MOUNT SD 116,Illinois,1718960,27.00,27.00,17.40,17.40,1.00,3.00,17.00,6.00,0,34.00,–,0,0,0,0,0,–,0,0,1.00,–,2.00,4.00
HIGH PLAINS COMMUNITY SCHOOLS,Nebraska,3100123,31.10,30.90,9.80,9.90,–,–,18.30,12.80,0,60.10,5.20,0,="0.50",="0.50",1.00,="0.50",="0.30",1.00,3.00,2.10,–,1.10,14.80
HIGH PLAINS EDUCATIONAL COOPERATIVE,Kansas,2000044,85.20,†,†,†,9.60,0,27.40,48.20,0,97.70,–,–,–,–,–,–,–,4.00,–,–,–,–,8.50
HIGH PLAINS TECH,Oklahoma,4000096,–,†,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
HIGH POINT R-III,Missouri,2921150,8.20,7.00,9.80,11.40,0,1.00,7.20,0,0,14.40,1.80,0,="0.20",0,="0.20",="0.20",0,0,1.00,1.00,–,2.00,0
HIGH POINT REGIONAL HIGH SCHOOL,New Jersey,3407140,110.80,110.00,12.20,12.30,0,0,0,93.80,17.00,136.20,–,5.60,–,–,5.00,1.00,0,2.00,–,2.00,–,9.80,–
HIGH SCHOOL FOR RECORDING ARTS,Minnesota,2700160,9.00,9.00,25.70,25.70,0,0,0,9.00,0,18.00,5.00,0,0,0,0,0,0,1.20,0,0,0,2.30,="0.50"
HIGHER GROUND ACADEMY,Minnesota,2700140,21.20,21.20,22.50,22.50,0,1.00,10.20,9.00,1.00,61.20,14.00,="0.20",0,0,0,0,1.00,2.00,0,1.00,4.00,8.80,9.00
HIGHGATE SCHOOL DISTRICT,Vermont,5004650,30.00,30.00,11.70,11.70,0,2.00,20.50,0,7.50,69.40,22.00,0,1.00,0,1.00,1.00,1.50,0,0,2.00,2.30,2.00,7.60
HIGHLAND,Kansas,2007230,19.90,24.90,10.00,7.70,0,1.00,7.40,11.50,0,29.10,2.00,0,="0.50",="0.50",1.00,1.00,1.20,="0.50",0,2.00,1.50,0,–
HIGHLAND CENTRAL SCHOOL DISTRICT,New York,3614400,141.30,133.50,13.70,14.50,0,10.00,53.20,52.50,25.60,314.80,37.10,0,0,–,3.00,3.00,1.00,3.00,20.00,6.00,5.30,6.30,88.80
HIGHLAND CHARTER,North Carolina,3700028,1.00,†,79.00,†,0,1.00,0,0,0,1.00,0,0,0,0,0,0,–,0,0,0,0,0,0
HIGHLAND CO PBLC SCHS,Virginia,5101950,40.00,27.30,7.60,11.10,0,1.00,9.00,30.00,†,107.00,11.00,9.00,0,1.00,1.00,2.00,0,1.00,1.00,2.00,3.00,0,37.00
HIGHLAND COMM SCHOOL DISTRICT,Iowa,1914010,56.60,56.60,12.30,12.30,2.00,3.40,25.70,25.50,†,106.10,15.50,4.00,="0.50",1.00,1.50,1.00,2.00,2.00,2.00,4.00,2.00,2.00,13.50
HIGHLAND CUSD 5,Illinois,1718990,171.70,172.00,18.60,18.60,3.00,10.00,70.70,88.00,0,234.10,–,1.00,0,6.00,6.00,3.00,–,0,6.00,6.60,–,11.70,28.10
HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,New York,3614430,95.60,87.90,12.60,13.70,1.10,4.70,34.60,44.70,10.50,174.40,25.00,0,0,–,3.00,2.00,1.00,2.00,14.50,4.00,0,5.80,21.50
HIGHLAND FREE SCHOOL,Arizona,="0400275",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGHLAND ISD,Texas,4823190,19.60,19.60,9.80,9.80,1.00,1.00,6.10,10.10,1.40,38.50,5.00,="0.30",0,0,0,0,0,2.00,="0.50",1.60,1.50,1.00,7.00
HIGHLAND JOINT DISTRICT,Idaho,1601440,17.70,17.70,12.00,12.00,="0.50",="0.50",7.50,9.20,†,27.90,1.60,="0.20",0,="0.60",="0.60",="0.40",="0.30",="0.30",1.10,="0.80",1.10,="0.40",3.40
HIGHLAND LOCAL,Ohio,3904880,103.60,108.30,18.00,17.20,0,7.00,44.60,47.00,5.00,213.30,15.10,0,0,0,2.00,1.00,3.70,2.00,5.30,6.00,7.00,12.00,55.60
HIGHLAND LOCAL,Ohio,3904849,150.70,154.20,21.30,20.90,2.00,4.50,72.70,67.50,4.00,364.30,24.10,5.00,0,0,5.20,3.10,5.00,2.50,13.50,7.00,10.70,38.90,98.60
HIGHLAND PARK BOARD OF EDUCATION,New Jersey,3407170,132.00,119.10,11.70,13.00,3.00,5.00,49.00,53.50,21.50,159.90,–,–,–,–,3.90,3.00,–,3.00,–,3.00,–,15.00,–
HIGHLAND PARK CITY SCHOOLS,Michigan,2618330,148.00,148.00,23.00,23.00,0,11.00,46.00,33.00,58.00,385.00,39.00,2.00,–,–,4.00,2.00,0,8.00,4.00,10.00,28.00,10.00,130.00
HIGHLAND PARK ISD,Texas,4823250,397.80,†,15.80,†,0,20.00,168.00,176.30,33.50,682.10,46.10,4.50,–,–,14.50,8.00,0,8.50,19.60,16.50,25.60,22.40,118.60
HIGHLAND PARK ISD,Texas,4835560,70.20,70.20,13.10,13.10,3.00,4.20,26.10,30.40,6.50,136.30,10.80,2.80,–,–,3.00,="0.40",0,1.00,3.50,5.00,2.90,2.60,34.10
HIGHLAND PLT PUBLIC SCHOOLS,Maine,2306600,0,†,–,†,0,0,0,0,0,="0.20",0,0,0,0,0,0,0,="0.20",0,0,0,0,0
HIGHLAND SCHOOL DISTRICT,Arkansas,="0507770",107.00,126.00,14.70,12.50,0,9.00,33.00,54.00,11.00,222.00,26.00,3.00,2.00,3.00,5.00,3.00,0,1.00,2.00,7.00,9.00,14.00,45.00
HIGHLAND SCHOOL DISTRICT,Washington,5303510,63.00,61.90,18.70,19.00,0,2.00,27.80,25.20,8.00,125.30,15.30,–,1.20,1.80,3.00,0,1.10,2.20,4.00,4.20,5.20,1.60,25.70
HIGHLAND SCHOOL DISTRICT,Wisconsin,5506420,19.80,19.90,14.70,14.70,="0.40",="0.40",7.60,11.40,0,43.00,2.30,0,0,0,1.00,="0.80",="0.20",="0.50",2.00,="0.60",="0.90",8.90,6.00
HIGHLANDER,Rhode Island,4400031,19.00,17.00,12.50,13.90,0,0,15.00,4.00,0,20.00,–,–,0,0,0,0,0,–,–,–,–,0,1.00
HIGHLANDS,Florida,1200840,834.00,834.00,14.90,14.90,9.00,59.00,280.00,360.00,126.00,1709.00,161.00,5.00,8.00,20.00,28.00,15.00,14.00,13.00,125.00,35.00,59.00,67.00,353.00
HIGHLANDS ELEMENTARY,New Jersey,3407200,24.00,21.00,8.20,9.40,1.00,2.00,10.00,6.20,4.80,31.10,–,1.00,–,–,="0.50",="0.40",0,2.00,–,0,–,3.20,–
HIGHLANDS SD,Pennsylvania,4211880,213.00,212.20,13.40,13.40,0,15.00,84.00,79.00,35.00,248.00,–,1.00,2.00,4.00,6.00,3.00,–,4.00,–,10.00,–,11.00,–
HIGHLINE SCHOOL DISTRICT,Washington,5303540,936.40,†,18.50,†,0,33.00,392.00,345.60,165.80,1850.80,183.80,6.70,11.50,32.90,44.40,30.00,11.50,20.80,14.50,51.90,80.40,64.60,405.80
HIGHVILLE MUSTARD SEED CHARTER SCHOOL                       ,Connecticut,="0900022",18.50,18.50,16.20,16.20,2.00,3.00,12.50,1.00,0,33.50,6.00,–,0,0,0,0,0,2.00,1.00,1.00,–,1.00,4.00
HIGHWOOD ELEM,Montana,3014040,7.70,7.70,7.90,7.90,–,–,7.70,0,†,9.30,="0.90",0,="0.10",0,="0.10",="0.20",–,="0.30",–,="0.10",0,0,–
HIGHWOOD K-12,Montana,3014070,6.30,6.30,6.80,6.80,–,–,0,6.30,†,7.20,0,0,0,="0.10",="0.10",="0.10",–,="0.50",–,="0.20",0,0,–
HIGLEY UNIFIED SCHOOL DISTRICT,Arizona,="0403780",419.00,419.00,19.60,19.60,2.00,19.00,308.40,89.60,†,731.60,91.50,0,5.00,4.10,9.10,7.00,7.80,2.00,5.00,21.00,41.80,27.00,100.40
HILBERT SCHOOL DISTRICT,Wisconsin,5506450,36.80,36.80,14.20,14.20,1.00,3.00,11.90,20.90,0,67.60,7.00,0,0,0,1.00,1.00,0,1.00,1.00,1.00,3.60,2.10,13.10
HILL,Montana,3000038,–,†,†,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
HILL CITY PUBLIC SCHOOL DISTRICT,Minnesota,2714010,27.40,27.00,11.50,11.70,="0.70",1.00,11.20,14.10,="0.40",50.40,5.90,0,="0.30",="0.70",1.00,="0.10",="0.80",2.00,2.00,1.20,0,3.50,6.50
HILL CITY SCHOOL DISTRICT 51-2,South Dakota,4633360,41.20,41.70,11.70,11.50,="0.50",2.00,20.10,15.60,3.00,49.00,–,0,1.40,="0.60",2.00,1.00,–,1.00,–,2.80,–,1.00,–
HILL SCHOOL DISTRICT,New Hampshire,3303720,7.40,7.40,12.20,12.20,0,="0.50",6.90,0,†,15.20,2.00,–,="0.20",0,="0.20",0,0,0,0,1.00,1.00,–,3.60
HILL VIEW MONTESSORI CHARTER PUBLIC (DISTRICT),Massachusetts,2500083,10.80,11.00,17.50,17.20,–,2.00,7.80,0,1.00,27.50,8.00,1.00,–,–,–,0,–,2.00,2.10,1.00,0,1.20,1.40
HILLCREST ACADEMY  INC.,Arizona,="0400105",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HILLCREST SCHOOL DISTRICT,Arkansas,="0500071",55.00,73.00,9.20,6.90,0,5.00,21.00,25.00,4.00,114.00,8.00,–,2.00,1.00,3.00,2.00,0,3.00,6.00,3.00,0,5.00,29.00
HILLDALE,Oklahoma,4014520,108.20,108.30,16.60,16.60,3.00,4.90,37.70,52.30,10.30,179.60,10.00,0,1.00,2.00,3.00,2.00,1.00,1.00,3.70,5.00,5.00,9.90,30.80
HILLIARD CITY,Ohio,3904701,848.10,949.10,17.70,15.80,11.00,21.50,355.50,399.10,61.00,1656.10,116.80,43.20,0,0,32.20,20.80,13.60,13.00,31.40,35.00,77.20,131.30,293.50
HILLMAN COMMUNITY SCHOOLS,Michigan,2618360,29.60,29.70,19.40,19.30,1.00,2.00,9.30,13.30,4.00,64.40,3.80,2.10,–,–,1.00,="0.30",0,1.80,1.00,1.20,4.40,3.90,15.30
HILLS-BEAVER CREEK SCHOOL DISTRICT,Minnesota,2714040,24.00,24.00,13.30,13.30,="0.50",1.50,8.70,11.00,2.30,44.40,5.20,–,0,="0.30",="0.30",0,="0.30",="0.80",0,1.20,1.90,5.40,5.30
HILLSBORO 9,North Dakota,3809570,30.10,30.10,13.50,13.50,0,2.00,13.00,15.10,†,55.20,6.50,1.00,0,1.00,1.00,1.00,1.00,2.00,0,1.30,2.00,0,9.30
HILLSBORO CITY,Ohio,3904412,140.20,162.80,19.80,17.00,1.00,10.00,57.70,64.30,7.20,343.80,30.80,0,4.00,2.00,11.00,3.00,4.00,2.00,14.60,7.00,21.00,40.20,70.00
HILLSBORO CUSD 3,Illinois,1719200,120.00,120.00,16.90,16.90,5.00,7.00,45.00,63.00,0,135.00,–,0,0,2.00,2.00,2.00,–,0,2.00,5.00,–,3.00,1.00
HILLSBORO DEERING COOP SCHOOL DISTRICT,New Hampshire,3303750,109.50,109.50,13.20,13.20,1.00,3.00,69.50,36.00,†,207.00,34.80,–,2.50,2.00,4.50,3.00,3.00,0,0,6.00,11.50,–,34.70
HILLSBORO ISD,Texas,4823280,130.60,130.50,14.30,14.30,7.70,9.40,50.10,51.30,12.10,308.70,56.30,5.00,–,–,4.00,2.00,0,1.00,9.50,11.00,14.00,7.50,67.80
HILLSBORO R-III,Missouri,2914430,215.30,201.80,17.10,18.30,0,12.80,102.60,99.90,0,427.80,22.00,1.30,4.00,4.10,8.70,6.00,0,4.00,50.00,11.80,–,65.70,43.00
HILLSBORO SCHOOL DISTRICT,Wisconsin,5506480,46.50,46.50,12.90,12.90,1.00,2.50,19.50,23.50,0,76.40,5.80,="0.80",1.00,="0.90",1.90,1.00,1.40,="0.60",1.00,2.00,1.40,4.10,9.90
HILLSBORO SD 1J,Oregon,4100023,919.90,979.40,21.70,20.20,0,50.00,602.20,259.70,8.00,1513.40,9.10,–,3.00,2.00,5.00,0,–,4.00,116.60,45.00,233.50,3.00,177.30
HILLSBORO-DEERING SAU OFFICE,New Hampshire,3399969,–,†,†,†,–,–,–,–,†,10.50,–,–,–,–,–,–,–,6.00,4.50,–,–,–,–
HILLSBOROUGH,Florida,1200870,10210.00,10210.00,19.00,19.30,109.00,609.00,4502.00,3474.00,1516.00,21538.00,1952.00,6.00,112.00,166.00,339.00,166.00,4.00,44.00,807.00,573.00,954.00,897.00,5586.00
HILLSBOROUGH CITY ELEMENTARY,California,="0617190",93.60,93.50,15.40,15.30,–,8.00,85.50,="0.10",0,147.90,17.00,2.00,2.50,0,2.50,4.00,–,2.90,5.50,4.40,6.00,–,10.00
HILLSBOROUGH TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3407230,647.10,629.00,11.70,12.00,0,16.50,271.40,255.40,103.80,760.90,–,13.50,–,–,17.00,10.00,–,3.00,–,3.00,–,67.30,–
HILLSDALE BOARD OF EDUCATION,New Jersey,3407260,102.90,92.40,14.10,15.70,="0.50",8.00,58.40,22.80,13.20,123.50,–,1.00,–,–,4.00,2.30,–,2.00,–,2.00,–,9.30,–
HILLSDALE COMMUNITY SCHOOLS,Michigan,2618390,97.00,96.00,19.30,19.50,2.00,7.50,34.50,39.00,14.00,186.60,8.90,2.00,–,–,3.00,1.00,–,2.00,1.00,5.00,10.80,24.90,31.00
